0	﻿دانشکده	﻿دانشکده	﻿دانشکده	-
23	مشاهده	مشاهده	مشاهده	-
24	شود	شود	شد#شو	-
25	لزوما	لزوما	لزوما	-
26	معنای	معنا	معنا	-
27	خاصی	خاص	خاص	-
28	هم	ه	هم	-
29	در	در	در	-
30	بر	بر	بر	-
31	نخواهد_داشت	نخواهد_دا	داشت#دار	-
32	.	.	.	-

0	داده‌ها	داده	داده	-
1	عموما	عموما	عموما	-
2	خام	خا	خام	-
3	،	،	،	-
4	دسته	دسته	دسته	-
5	بندی	بند	بست#بند	-
6	و	و	و	-
7	طبقه	طبقه	طبقه	-
8	بندی	بند	بست#بند	-
9	نشده	نشده	شد#شو	-
10	هستند	هستند	#هست	-
11	و	و	و	-
12	در	در	در	-
13	صورتی	صورت	صورت	-
14	که	که	که	-
15	بخواهیم	بخواه	خواست#خواه	-
16	از	از	از	-
17	آنها	آن	آن	-
18	به	به	به	-
19	صورت	صور	صورت	-
20	مستقیم	مستق	مستقیم	-
21	استفاده	استفاده	استفاده	-
22	کنیم	کن	کرد#کن	-
23	عموما	عموما	عموما	-
24	بی	ب	بی	-
25	فایده	فایده	فایده	-
26	خواهد_بود	خواهد_بود	بود#باش	-
27	.	.	.	-

0	حال	حال	حال	-
1	آنکه	آنکه	آنکه	-
2	پس	پس	پس	-
3	از	از	از	-
4	طبقه	طبقه	طبقه	-
5	بندی	بند	بست#بند	-
6	،	،	،	-
7	دسته	دسته	دسته	-
8	بندی	بند	بست#بند	-
9	و	و	و	-
10	ساختاردهی	ساختارده	ساختاردهی	-
11	به	به	به	-
12	داده‌ها	داده	داده	-
13	اطلاعات	اطلاع	اطلاعات	-
14	به	به	به	-
15	وجود	وجود	وجود	-
16	می‌آید	می‌آید	آمد#آ	-
17	.	.	.	-

0	می‌توان	می‌تو	می‌توان	-
1	از	از	از	-
2	داده‌ها	داده	داده	-
3	برای	برا	برای	-
4	تصمیم	تصم	تصمیم	-
5	گیری	گیر	گرفت#گیر	-
6	و	و	و	-
7	یا	یا	یا	-
8	ایجاد	ایجاد	ایجاد	-
9	دانش	دان	دانش	-
10	در	در	در	-
11	مورد	مورد	مورد	-
12	یک	یک	یک	-
13	مقوله	مقوله	مقوله	-
14	استفاده	استفاده	استفاده	-
15	کرد	کرد	کرد#کن	-
16	.	.	.	-

0	اطلاعات	اطلاع	اطلاعات	-
1	عموما	عموما	عموما	-
2	برای	برا	برای	-
3	کاربر	کاربر	کاربر	-
4	مفهوم	مفهو	مفهوم	-
5	دارد	دارد	داشت#دار	-
6	و	و	و	-
7	قابل	قابل	قابل	-
8	استفاده	استفاده	استفاده	-
9	است	اس	#است	-
10	.	.	.	-

0	مثال	مثال	مثال	-
1	:	:	:	-
2	تاریخ	تاریخ	تاریخ	-
3	دمای	دما	دما	-
4	سراسر	سراسر	سراسر	-
5	جهان	جه	جهان	-
6	در	در	در	-
7	صد	صد	صد	-
8	سال	سال	سال	-
9	گذشته	گذشته	گذشته	-
10	داده_است	داده_اس	داد#ده	-
11	،	،	،	-
12	حال	حال	حال	-
13	آنکه	آنکه	آنکه	-
14	روند	روند	روند	-
15	افزایش	افزا	افزایش	-
16	یا	یا	یا	-
17	کاهش	کاه	کاهش	-
18	دما	دما	دما	-
19	در	در	در	-
20	این	این	این	-
21	سالها	سال	سال	-
22	یک	یک	یک	-
23	اطلاعات	اطلاع	اطلاعات	-
24	است	اس	#است	-
25	.	.	.	-

0	نمرات	نمر	نمرات	-
1	دانشجویان	دانشجو	دانشجو	-
2	یک	یک	یک	-
3	کلاس	کلاس	کلاس	-
4	داده_است	داده_اس	داد#ده	-
5	،	،	،	-
6	اما	اما	اما	-
7	ترتیب	ترتیب	ترتیب	-
8	نمرات	نمر	نمرات	-
9	،	،	،	-
10	میانگین	میانگین	میانگین	-
11	،	،	،	-
12	و	و	و	-
13	ارتباط	ارتباط	ارتباط	-
14	نمره	نمره	نمره	-
15	این	این	این	-
16	درس	درس	درس	-
17	با	با	با	-
18	معدل	معدل	معدل	-
19	دانشجو	دانشجو	دانشجو	-
20	یا	یا	یا	-
21	یک	یک	یک	-
22	درس	درس	درس	-
23	دیگر	دیگر	دیگر	-
24	یک	یک	یک	-
25	نمونه	نمونه	نمونه	-
26	از	از	از	-
27	اطلاعات	اطلاع	اطلاعات	-
28	است	اس	#است	-
29	.	.	.	-

0	انبوه	انبوه	انبوه	-
1	داده	داده	داده	-
2	بلای	بلا	بلا	-
3	جان	ج	جان	-
4	سازمان‌ها	سازمان	سازمان	-
5	یک	یک	یک	-
6	کسب	کسب	کسب	-
7	و	و	و	-
8	کار	کار	کار	-
9	فرضی	فرض	فرضی	-
10	فعال	فعال	فعال	-
11	در	در	در	-
12	زمینه	زمینه	زمینه	-
13	فروش	فرو	فروش	-
14	را	را	را	-
15	در	در	در	-
16	نظر	نظر	نظر	-
17	بگیرید	بگیرید	گرفت#گیر	-
18	،	،	،	-
19	این	این	این	-
20	سازمان	ساز	سازمان	-
21	هر	هر	هر	-
22	روز	روز	روز	-
23	صدها	صد	صد	-
24	مورد	مورد	مورد	-
25	فروش	فرو	فروش	-
26	را	را	را	-
27	از	از	از	-
28	دهها	ده	ده	-
29	مشتری	مشتر	مشتری	-
30	ثبت	ثب	ثبت	-
31	می‌کند	می‌کند	کرد#کن	-
32	،	،	،	-
33	تمام	تما	تمام	-
34	داده‌های	داده	داده	-
35	مربوط	مربوط	مربوط	-
36	به	به	به	-
37	یک	یک	یک	-
38	خرید	خرید	خرید	-
39	از	از	از	-
40	جمله	جمله	جمله	-
41	نام	نا	نام	-
42	و	و	و	-
43	قیمت	قیم	قیمت	-
44	و	و	و	-
45	دسته	دسته	دسته	-
46	کالاها	کالا	کالا	-
47	و	و	و	-
48	اطلاعات	اطلاع	اطلاعات	-
49	مربوط	مربوط	مربوط	-
50	به	به	به	-
51	خریدار	خریدار	خریدار	-
52	را	را	را	-
53	ثبت	ثب	ثبت	-
54	می‌کند	می‌کند	کرد#کن	-
55	.	.	.	-

0	پس	پس	پس	-
1	از	از	از	-
2	گذشت	گذ	گذشت#گذر	-
3	مدتی	مدت	مدت	-
4	این	این	این	-
5	سازمان	ساز	سازمان	-
6	انبوهی	انبوه	انبوه	-
7	از	از	از	-
8	داده‌ها	داده	داده	-
9	بی	ب	بی	-
10	معنا	معنا	معنا	-
11	دارد	دارد	داشت#دار	-
12	که	که	که	-
13	نمی‌تواند	نمی‌تواند	توانست#توان	-
14	از	از	از	-
15	آنها	آن	آن	-
16	بهره	بهره	بهره	-
17	ببرد	ببرد	ببرد	-
18	.	.	.	-

0	این	این	این	-
1	سازمان	ساز	سازمان	-
2	اگر	اگر	اگر	-
3	بخواهد	بخواهد	خواست#خواه	-
4	بفهمد	بفهمد	فهمید#فهم	-
5	کدام	کدا	کدام	-
6	مشتریان	مشتر	مشتریان	-
7	از	از	از	-
8	چه	چه	چه	-
9	کالایی	کالا	کالا	-
10	بیشتر	ب	بیشتر	-
11	خوششان	خوش	خوش	-
12	آمده	آمده	آمده	-
13	راهی	راه	راه	-
14	ندارد	ندارد	داشت#دار	-
15	،	،	،	-
16	نمی‌تواند	نمی‌تواند	توانست#توان	-
17	بفهمد	بفهمد	فهمید#فهم	-
18	خریداران	خریدار	خریدار	-
19	با	با	با	-
20	هزینه	هزینه	هزینه	-
21	بالا	بالا	بالا	-
22	از	از	از	-
23	چه	چه	چه	-
24	کالایی	کالا	کالا	-
25	خرید	خرید	خرید	-
26	می‌کنند	می‌کنند	کرد#کن	-
27	و	و	و	-
28	خریداران	خریدار	خریدار	-
29	با	با	با	-
30	سبد	سبد	سبد	-
31	قیمتی	قیمت	قیمت	-
32	پایین	پایین	پایین	-
33	چه	چه	چه	-
34	کالایی	کالا	کالا	-
35	را	را	را	-
36	می‌پسندند	می‌پسندند	پسندید#پسند	-
37	؛	؛	؛	-
38	نمی‌داند	نمی‌داند	دانست#دان	-
39	کدام	کدا	کدام	-
40	کالا	کالا	کالا	-
41	فروش	فرو	فروش	-
42	بهتری	بهتر	بهتر	-
43	دارد	دارد	داشت#دار	-
44	،	،	،	-
45	چه	چه	چه	-
46	کالایی	کالا	کالا	-
47	در	در	در	-
48	انبار	انبار	انبار	-
49	می‌ماند	می‌ماند	ماند#مان	-
50	،	،	،	-
51	چه	چه	چه	-
52	کالایی	کالا	کالا	-
53	حجم	حج	حجم	-
54	سرمایه	سرمایه	سرمایه	-
55	سازمان	ساز	سازمان	-
56	را	را	را	-
57	درگیر	درگیر	درگیر	-
58	می‌کند	می‌کند	کرد#کن	-
59	و	و	و	-
60	در	در	در	-
61	یک	یک	یک	-
62	کلام	کلا	کلام	-
63	:	:	:	-
64	از	از	از	-
65	میان	م	میان	-
66	انبوه	انبوه	انبوه	-
67	داده	داده	داده	-
68	هیچ	هیچ	هیچ	-
69	دانش	دان	دانش	-
70	مفیدی	مفید	مفید	-
71	استخراج	استخراج	استخراج	-
72	نمی‌کند	نمی‌کند	کرد#کن	-
73	.	.	.	-

0	داده	داده	داده	-
1	کاوی	کاو	کاو	-
2	چیست	چیس	چیست	-
3	؟	؟	؟	-

0	سازمان‌ها	سازمان	سازمان	-
1	برای	برا	برای	-
2	تصمیم	تصم	تصمیم	-
3	گیری	گیر	گرفت#گیر	-
4	و	و	و	-
5	برنامه	برنامه	برنامه	-
6	ریزی	ریز	ریخت#ریز	-
7	به	به	به	-
8	اطلاعات	اطلاع	اطلاعات	-
9	نیاز	نیاز	نیاز	-
10	دارند	دارند	داشت#دار	-
11	،	،	،	-
12	بخش	بخ	بخش	-
13	مهمی	مهم	مهم	-
14	از	از	از	-
15	این	این	این	-
16	اطلاعات	اطلاع	اطلاعات	-
17	از	از	از	-
18	خود	خود	خود	-
19	سازمان	ساز	سازمان	-
20	ناشی	ناش	ناشی	-
21	می‌شود	می‌شود	شد#شو	-
22	،	،	،	-
23	از	از	از	-
24	داده‌های	داده	داده	-
25	قبلی	قبل	قبل	-
26	و	و	و	-
27	الگوهای	الگو	الگو	-
28	عملکرد	عملکرد	عملکرد	-
29	سازمان	ساز	سازمان	-
30	استخراج	استخراج	استخراج	-
31	می‌شوند	می‌شوند	شد#شو	-
32	،	،	،	-
33	داده‌های	داده	داده	-
34	خود	خود	خود	-
35	سازمان	ساز	سازمان	-
36	نشان	ن	نشان	-
37	دهنده	دهنده	دهنده	-
38	رفتار	رفتار	رفتار	-
39	مشتریان	مشتر	مشتریان	-
40	و	و	و	-
41	همکاران	همکار	همکار	-
42	و	و	و	-
43	بیان	ب	بیان	-
44	کننده	کننده	کننده	-
45	موفقیت	موفق	موفقیت	-
46	یا	یا	یا	-
47	شکست	شکس	شکست	-
48	سازمان	ساز	سازمان	-
49	در	در	در	-
50	یک	یک	یک	-
51	عمل	عمل	عمل	-
52	خاص	خاص	خاص	-
53	هستند	هستند	#هست	-
54	.	.	.	-

0	برای	برا	برای	-
1	استخراج	استخراج	استخراج	-
2	اطلاعات	اطلاع	اطلاعات	-
3	مفید	مفید	مفید	-
4	از	از	از	-
5	میان	م	میان	-
6	انبوه	انبوه	انبوه	-
7	حجم	حج	حجم	-
8	داده‌های	داده	داده	-
9	ثبت	ثب	ثبت	-
10	شده	شده	شده	-
11	باید	باید	باید	-
12	از	از	از	-
13	فن	فن	فن	-
14	داده	داده	داده	-
15	کاوی	کاو	کاو	-
16	استفاده	استفاده	استفاده	-
17	کرد	کرد	کرد#کن	-
18	.	.	.	-

0	داده	داده	داده	-
1	کاوی	کاو	کاو	-
2	فنی	فن	فن	-
3	است	اس	#است	-
4	که	که	که	-
5	از	از	از	-
6	میان	م	میان	-
7	پایگاه	پایگاه	پایگاه	-
8	داده	داده	داده	-
9	سازمان	ساز	سازمان	-
10	،	،	،	-
11	به	به	به	-
12	دنبال	دنبال	دنبال	-
13	الگوهای	الگو	الگو	-
14	پنهان	پنه	پنهان	-
15	در	در	در	-
16	میان	م	میان	-
17	داده‌ها	داده	داده	-
18	،	،	،	-
19	ارتباط	ارتباط	ارتباط	-
20	میان	م	میان	-
21	آنها	آن	آن	-
22	،	،	،	-
23	روند	روند	روند	-
24	و	و	و	-
25	الگوی	الگو	الگو	-
26	آنها	آن	آن	-
27	می‌گردد	می‌گردد	گشت#گرد	-
28	.	.	.	-

0	داده	داده	داده	-
1	کاوی	کاو	کاو	-
2	از	از	از	-
3	توابع	توابع	توابع	-
4	و	و	و	-
5	الگوریتم‌های	الگوریتم	الگوریتم	-
6	پیشرفته	پیشرفته	پیشرفته	-
7	ریاضی	ریاض	ریاضی	-
8	استفاده	استفاده	استفاده	-
9	می‌کند	می‌کند	کرد#کن	-
10	تا	تا	تا	-
11	ارتباط	ارتباط	ارتباط	-
12	میان	م	میان	-
13	دو	دو	دو	-
14	دسته	دسته	دسته	-
15	از	از	از	-
16	داده	داده	داده	-
17	و	و	و	-
18	امکان	امک	امکان	-
19	رخ	رخ	رخ	-
20	دادن	دادن	دادن	-
21	یک	یک	یک	-
22	نتیجه	نتیجه	نتیجه	-
23	را	را	را	-
24	در	در	در	-
25	آینده	آینده	آینده	-
26	پیش	پ	پیش	-
27	بینی	بین	بینی	-
28	کند	کند	کند	-
29	.	.	.	-

0	داده	داده	داده	-
1	کاوی	کاو	کاو	-
2	چه	چه	چه	-
3	کاری	کار	کاشت#کار	-
4	می‌تواند	می‌تواند	توانست#توان	-
5	انجام	انجا	انجام	-
6	دهد	دهد	داد#ده	-
7	؟	؟	؟	-

0	داده	داده	داده	-
1	کاوی	کاو	کاو	-
2	عموما	عموما	عموما	-
3	توسط	توسط	توسط	-
4	سازمان‌های	سازمان	سازمان	-
5	مشتری	مشتر	مشتری	-
6	محور	محور	محور	-
7	استفاده	استفاده	استفاده	-
8	می‌شود	می‌شود	شد#شو	-
9	،	،	،	-
10	این	این	این	-
11	سازمان‌ها	سازمان	سازمان	-
12	(	(	(	-
13	فروشگاه‌ها	فروشگاه	فروشگاه	-
14	،	،	،	-
15	تولید	تولید	تولید	-
16	کنندگان	کنندگ	کنندگان	-
17	،	،	،	-
18	خرده	خرده	خرده	-
19	فروشان	فرو	فرو	-
20	و	و	و	-
21	فروشگاه‌های	فروشگاه	فروشگاه	-
22	اینترنتی	اینترنت	اینترنت	-
23	)	)	)	-
24	می‌توانند	می‌توانند	توانست#توان	-
25	با	با	با	-
26	استفاده	استفاده	استفاده	-
27	از	از	از	-
28	داده	داده	داده	-
29	کاوی	کاو	کاو	-
30	ارتباط	ارتباط	ارتباط	-
31	میان	م	میان	-
32	اقدامات	اقدا	اقدامات	-
33	خود	خود	خود	-
34	و	و	و	-
35	عوامل	عوامل	عوامل	-
36	درونی	درون	درون	-
37	سازمان	ساز	سازمان	-
38	مثل	مثل	مثل	-
39	قیمت	قیم	قیمت	-
40	کالاها	کالا	کالا	-
41	،	،	،	-
42	تخفیفات	تخفیف	تخفیف	-
43	،	،	،	-
44	هزینه	هزینه	هزینه	-
45	تبلیغات	تبلیغ	تبلیغات	-
46	و	و	و	-
47	دیگر	دیگر	دیگر	-
48	عوامل	عوامل	عوامل	-
49	داخلی	داخل	داخل	-
50	را	را	را	-
51	با	با	با	-
52	عوامل	عوامل	عوامل	-
53	بیرونی	بیرون	بیرونی	-
54	مثل	مثل	مثل	-
55	مشخصات	مشخص	مشخصات	-
56	مشتریان	مشتر	مشتریان	-
57	(	(	(	-
58	سن	سن	سن	-
59	،	،	،	-
60	جنسیت	جنس	جنسیت	-
61	،	،	،	-
62	درآمد	درآمد	درآمد	-
63	و	و	و	-
64	محل	محل	محل	-
65	سکونت	سکون	سکونت	-
66	)	)	)	-
67	،	،	،	-
68	رقبا	رقبا	رقبا	-
69	و	و	و	-
70	عوامل	عوامل	عوامل	-
71	عمومی	عموم	عموم	-
72	بازار	بازار	بازار	-
73	(	(	(	-
74	سطح	سطح	سطح	-
75	درآمد	درآمد	درآمد	-
76	جامعه	جامعه	جامعه	-
77	،	،	،	-
78	وضعیت	وضع	وضعیت	-
79	رونق	رونق	رونق	-
80	و	و	و	-
81	رکود	رکود	رکود	-
82	اقتصادی	اقتصاد	اقتصاد	-
83	)	)	)	-
84	را	را	را	-
85	پیدا	پیدا	پیدا	-
86	کنند	کنند	کرد#کن	-
87	.	.	.	-

0	علاوه	علاوه	علاوه	-
1	بر	بر	بر	-
2	این	این	این	-
3	می‌توان	می‌تو	می‌توان	-
4	شاخص	شاخص	شاخص	-
5	هایی		هایی	-
6	مثل	مثل	مثل	-
7	رضایت	رضا	رضایت	-
8	مشتری	مشتر	مشتری	-
9	،	،	،	-
10	درآمد	درآمد	درآمد	-
11	و	و	و	-
12	سود	سود	سود	-
13	سازمان	ساز	سازمان	-
14	،	،	،	-
15	مجموع	مجموع	مجموع	-
16	سرمایه	سرمایه	سرمایه	-
17	درگردش	درگرد	درگردش	-
18	و	و	و	-
19	هزینه‌های	هزینه	هزینه	-
20	جاری	جار	جاری	-
21	و	و	و	-
22	میزان	میز	میزان	-
23	افزایش	افزا	افزایش	-
24	و	و	و	-
25	کاهش	کاه	کاهش	-
26	آنها	آن	آن	-
27	در	در	در	-
28	طول	طول	طول	-
29	زمان	ز	زمان	-
30	را	را	را	-
31	استخراج	استخراج	استخراج	-
32	کند	کند	کند	-
33	.	.	.	-

0	به	به	به	-
1	طور	طور	طور	-
2	مثال	مثال	مثال	-
3	شرکت	شرک	شرکت	-
4	ویدئوی	ویدئو	ویدئو	-
5	خانگی	خانگ	خانگی	-
6	از	از	از	-
7	داده‌های	داده	داده	-
8	سابق	سابق	سابق	-
9	مشتریان	مشتر	مشتریان	-
10	استفاده	استفاده	استفاده	-
11	میکند	میکند	میکند	-
12	و	و	و	-
13	به	به	به	-
14	انها	ان	انها	-
15	ویدئوهایی	ویدئو	ویدئو	-
16	پیشنهاد	پیشنهاد	پیشنهاد	-
17	می‌دهد	می‌دهد	داد#ده	-
18	تا	تا	تا	-
19	آنها	آن	آن	-
20	را	را	را	-
21	تماشا	تماشا	تماشا	-
22	کنند	کنند	کرد#کن	-
23	.	.	.	-

0	والمارت	والمار	والمارت	-
1	(	(	(	-
2	بزرگترین	بزرگ	بزرگ	-
3	خرده	خرده	خرده	-
4	فروش	فرو	فروش	-
5	زنجیره‌ای	زنجیره	زنجیره	-
6	جهان	جه	جهان	-
7	)	)	)	-
8	برای	برا	برای	-
9	بهبود	بهبود	بهبود	-
10	عمکلرد	عمکلرد	عمکلرد	-
11	عرضه	عرضه	عرضه	-
12	کنندگان	کنندگ	کنندگان	-
13	خود	خود	خود	-
14	از	از	از	-
15	داده	داده	داده	-
16	کاوی	کاو	کاو	-
17	در	در	در	-
18	مقیاسی	مقیاس	مقیاس	-
19	وسیع	وسیع	وسیع	-
20	استفاده	استفاده	استفاده	-
21	کرده_است	کرده_اس	کرد#کن	-
22	.	.	.	-

0	داده‌های	داده	داده	-
1	۲۹۰۰	۲۹۰۰	۲۹۰۰	-
2	فروشگاه	فروشگاه	فروشگاه	-
3	در	در	در	-
4	۶	۶	۶	-
5	کشور	کشور	کشور	-
6	برای	برا	برای	-
7	این	این	این	-
8	کار	کار	کار	-
9	استفاده	استفاده	استفاده	-
10	شده‌اند	شده‌اند	شد#شو	-
11	و	و	و	-
12	در	در	در	-
13	مجموع	مجموع	مجموع	-
14	۷٫۵	۷٫۵	۷٫۵	-
15	ترابایت	ترابا	ترابایت	-
16	داده	داده	داده	-
17	مورد	مورد	مورد	-
18	بررسی	بررس	بررسی	-
19	قرار	قرار	قرار	-
20	گرفت	گرف	گرفت#گیر	-
21	.	.	.	-

0	۳۵۰۰	۳۵۰۰	۳۵۰۰	-
1	تامین	تامین	تامین	-
2	کننده	کننده	کننده	-
3	به	به	به	-
4	داده‌های	داده	داده	-
5	دسترسی	دسترس	دسترس	-
6	پیدا	پیدا	پیدا	-
7	کردند	کردند	کرد#کن	-
8	تا	تا	تا	-
9	بتوانند	بتوانند	توانست#توان	-
10	الگوهای	الگو	الگو	-
11	خرید	خرید	خرید	-
12	مشتریان	مشتر	مشتریان	-
13	،	،	،	-
14	عمکلرد	عمکلرد	عمکلرد	-
15	یک	یک	یک	-
16	کالا	کالا	کالا	-
17	و	و	و	-
18	محصول	محصول	محصول	-
19	خاص	خاص	خاص	-
20	را	را	را	-
21	بررسی	بررس	بررسی	-
22	کنند	کنند	کرد#کن	-
23	و	و	و	-
24	برنامه‌های	برنامه	برنامه	-
25	خود	خود	خود	-
26	را	را	را	-
27	بر	بر	بر	-
28	این	این	این	-
29	پایه	پایه	پایه	-
30	و	و	و	-
31	اساس	اساس	اساس	-
32	بهبود	بهبود	بهبود	-
33	دهند	دهند	داد#ده	-
34	.	.	.	-

0	استراتژی	استراتژ	استراتژی	-
1	و	و	و	-
2	داده	داده	داده	-
3	کاوی	کاو	کاو	-
4	صد	صد	صد	-
5	البته	البته	البته	-
6	کاربرد‌های	کاربرد	کاربرد	-
7	داده	داده	داده	-
8	کاوی	کاو	کاو	-
9	بسیار	بسیار	بسیار	-
10	زیاد	زیاد	زیاد	-
11	است	اس	#است	-
12	و	و	و	-
13	می‌تواند	می‌تواند	توانست#توان	-
14	در	در	در	-
15	شرکت‌ها	شرکت	شرکت	-
16	و	و	و	-
17	سازمان‌ها	سازمان	سازمان	-
18	مختلف	مختلف	مختلف	-
19	متفاوت	متفاو	متفاوت	-
20	باشد	باشد	بود#باش	-
21	.	.	.	-

0	آنچه	آنچه	آنچه	-
1	در	در	در	-
2	بالا	بالا	بالا	-
3	بیان	ب	بیان	-
4	شد	شد	شد#شو	-
5	خلاصه‌ای	خلاصه	خلاصه	-
6	از	از	از	-
7	کاربردهای	کاربرد	کاربرد	-
8	داده	داده	داده	-
9	کاوی	کاو	کاو	-
10	در	در	در	-
11	بخش	بخ	بخش	-
12	فروش	فرو	فروش	-
13	و	و	و	-
14	بازاریابی	بازاریاب	بازاریابی	-
15	بود	بود	بود#باش	-
16	.	.	.	-

0	شما	شما	شما	-
1	می‌توانید	می‌توانید	توانست#توان	-
2	با	با	با	-
3	استفاده	استفاده	استفاده	-
4	از	از	از	-
5	داده	داده	داده	-
6	کاوی	کاو	کاو	-
7	در	در	در	-
8	حل	حل	حل	-
9	مشکلات	مشکل	مشکلات	-
10	سازمان	ساز	سازمان	-
11	مفید	مفید	مفید	-
12	واقع	واقع	واقع	-
13	شوید	شوید	شد#شو	-
14	.	.	.	-

0	استراتژیست‌های	استراتژیست	استراتژیست‌های	-
1	بزرگ	بزرگ	بزرگ	-
2	موفق	موفق	موفق	-
3	برای	برا	برای	-
4	مستدل	مستدل	مستدل	-
5	و	و	و	-
6	دقیق	دقیق	دقیق	-
7	بودن	بودن	بودن	-
8	استراتژی‌ها	استراتژی	استراتژی‌ها	-
9	و	و	و	-
10	برنامه	برنامه	برنامه	-
11	ریزی‌های	ریزی	ریزی‌های	-
12	خود	خود	خود	-
13	باید	باید	باید	-
14	از	از	از	-
15	داده	داده	داده	-
16	کاوی	کاو	کاو	-
17	و	و	و	-
18	اطلاعات	اطلاع	اطلاعات	-
19	به	به	به	-
20	دست	دس	دست	-
21	آمده	آمده	آمده	-
22	از	از	از	-
23	آن	آن	آن	-
24	حد	حد	حد	-
25	اکثر	اکثر	اکثر	-
26	استفاده	استفاده	استفاده	-
27	را	را	را	-
28	ببرند	ببرند	ببرند	-
29	.	.	.	-

0	در	در	در	-
1	واقع	واقع	واقع	-
