0	﻿دانشکده	﻿دانشکده	﻿دانشکده	﻿دانشکده	N
23	.	.	.	.	PUNC

0	داده	داده	داده	داده	V
1	می‌تواند	می‌تواند	توانست#توان	می|تواند	V
2	هر	هر	هر	هر	DET
3	نوع	نوع	نوع	نوع	N
4	از	از	از	از	P
5	کاراکتر	کاراک	کاراکتر	کاراکتر	N
6	شامل	شامل	شامل	شامل	AJe
7	متن	متن	متن	متن	N
8	،	،	،	،	PUNC
9	عدد	عدد	عدد	عدد	N
10	،	،	،	،	PUNC
11	کلمه	کلمه	کلمه	کلمه	N
12	،	،	،	،	PUNC
13	صدا	صدا	صدا	صدا	N
14	و	و	و	و	CONJ
15	تصویر	تصویر	تصویر	تصویر	N
16	باشد	باشد	بود#باش	باشد	V
17	و	و	و	و	CONJ
18	در	در	در	در	P
19	صورتی	صورت	صورت	صورتی	N
20	که	که	که	که	CONJ
21	توسط	توسط	توسط	توسط	Pe
22	انسان	انس	انسان	انسان	N
23	مشاهده	مشاهده	مشاهده	مشاهده	N
24	شود	شود	شد#شو	شود	V
25	لزوما	لزوما	لزوما	لزوما	ADV
26	معنای	معنا	معنا	معنای	Ne
27	خاصی	خاص	خاص	خاصی	AJ
28	هم	ه	هم	هم	CONJ
29	در	در	در	در	P
30	بر	بر	بر	بر	P
31	نخواهد_داشت	نخواهد_دا	داشت#دار	نخواهد_داشت	V
32	.	.	.	.	PUNC

0	داده‌ها	داده	داده	داده|ها	N
1	عموما	عموما	عموما	عموما	ADV
2	خام	خا	خام	خام	AJ
3	،	،	،	،	PUNC
4	دسته	دسته	دسته	دسته	N
5	بندی	بند	بست#بند	بندی	N
6	و	و	و	و	CONJ
7	طبقه	طبقه	طبقه	طبقه	N
8	بندی	بند	بست#بند	بندی	N
9	نشده	نشده	شد#شو	نشده	V
10	هستند	هستند	#هست	هستند	V
11	و	و	و	و	CONJ
12	در	در	در	در	P
13	صورتی	صورت	صورت	صورتی	N
14	که	که	که	که	CONJ
15	بخواهیم	بخواه	خواست#خواه	بخواهیم	V
16	از	از	از	از	P
17	آنها	آن	آن	آنها	PRO
18	به	به	به	به	P
19	صورت	صور	صورت	صورت	N
20	مستقیم	مستق	مستقیم	مستقیم	AJ
21	استفاده	استفاده	استفاده	استفاده	N
22	کنیم	کن	کرد#کن	کنیم	V
23	عموما	عموما	عموما	عموما	ADV
24	بی	ب	بی	بی	P
25	فایده	فایده	فایده	فایده	N
26	خواهد_بود	خواهد_بود	بود#باش	خواهد_بود	V
27	.	.	.	.	PUNC

0	حال	حال	حال	حال	ADV
1	آنکه	آنکه	آنکه	آنکه	CONJ
2	پس	پس	پس	پس	P
3	از	از	از	از	P
4	طبقه	طبقه	طبقه	طبقه	N
5	بندی	بند	بست#بند	بندی	N
6	،	،	،	،	PUNC
7	دسته	دسته	دسته	دسته	N
8	بندی	بند	بست#بند	بندی	N
9	و	و	و	و	CONJ
10	ساختاردهی	ساختارده	ساختاردهی	ساختاردهی	N
11	به	به	به	به	P
12	داده‌ها	داده	داده	داده|ها	N
13	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
14	به	به	به	به	P
15	وجود	وجود	وجود	وجود	N
16	می‌آید	می‌آید	آمد#آ	می|آید	V
17	.	.	.	.	PUNC

0	می‌توان	می‌تو	می‌توان	می|توان	V
1	از	از	از	از	P
2	داده‌ها	داده	داده	داده|ها	N
3	برای	برا	برای	برای	Pe
4	تصمیم	تصم	تصمیم	تصمیم	N
5	گیری	گیر	گرفت#گیر	گیری	N
6	و	و	و	و	CONJ
7	یا	یا	یا	یا	CONJ
8	ایجاد	ایجاد	ایجاد	ایجاد	Ne
9	دانش	دان	دانش	دانش	N
10	در	در	در	در	P
11	مورد	مورد	مورد	مورد	Ne
12	یک	یک	یک	یک	NUM
13	مقوله	مقوله	مقوله	مقوله	N
14	استفاده	استفاده	استفاده	استفاده	N
15	کرد	کرد	کرد#کن	کرد	V
16	.	.	.	.	PUNC

0	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
1	عموما	عموما	عموما	عموما	ADV
2	برای	برا	برای	برای	Pe
3	کاربر	کاربر	کاربر	کاربر	N
4	مفهوم	مفهو	مفهوم	مفهوم	N
5	دارد	دارد	داشت#دار	دارد	V
6	و	و	و	و	CONJ
7	قابل	قابل	قابل	قابل	AJe
8	استفاده	استفاده	استفاده	استفاده	N
9	است	اس	#است	است	V
10	.	.	.	.	PUNC

0	مثال	مثال	مثال	مثال	N
1	:	:	:	:	PUNC
2	تاریخ	تاریخ	تاریخ	تاریخ	N
3	دمای	دما	دما	دمای	Ne
4	سراسر	سراسر	سراسر	سراسر	N
5	جهان	جه	جهان	جهان	N
6	در	در	در	در	P
7	صد	صد	صد	صد	NUM
8	سال	سال	سال	سال	N
9	گذشته	گذشته	گذشته	گذشته	N
10	داده_است	داده_اس	داد#ده	داده_است	V
11	،	،	،	،	PUNC
12	حال	حال	حال	حال	ADV
13	آنکه	آنکه	آنکه	آنکه	CONJ
14	روند	روند	روند	روند	Ne
15	افزایش	افزا	افزایش	افزایش	Ne
16	یا	یا	یا	یا	CONJ
17	کاهش	کاه	کاهش	کاهش	N
18	دما	دما	دما	دما	N
19	در	در	در	در	P
20	این	این	این	این	PRO
21	سالها	سال	سال	سالها	N
22	یک	یک	یک	یک	NUM
23	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
24	است	اس	#است	است	V
25	.	.	.	.	PUNC

0	نمرات	نمر	نمرات	نمرات	N
1	دانشجویان	دانشجو	دانشجو	دانشجویان	N
2	یک	یک	یک	یک	NUM
3	کلاس	کلاس	کلاس	کلاس	N
4	داده_است	داده_اس	داد#ده	داده_است	V
5	،	،	،	،	PUNC
6	اما	اما	اما	اما	CONJ
7	ترتیب	ترتیب	ترتیب	ترتیب	N
8	نمرات	نمر	نمرات	نمرات	N
9	،	،	،	،	PUNC
10	میانگین	میانگین	میانگین	میانگین	N
11	،	،	،	،	PUNC
12	و	و	و	و	CONJ
13	ارتباط	ارتباط	ارتباط	ارتباط	N
14	نمره	نمره	نمره	نمره	N
15	این	این	این	این	PRO
16	درس	درس	درس	درس	N
17	با	با	با	با	P
18	معدل	معدل	معدل	معدل	N
19	دانشجو	دانشجو	دانشجو	دانشجو	N
20	یا	یا	یا	یا	CONJ
21	یک	یک	یک	یک	NUM
22	درس	درس	درس	درس	N
23	دیگر	دیگر	دیگر	دیگر	PRO
24	یک	یک	یک	یک	NUM
25	نمونه	نمونه	نمونه	نمونه	N
26	از	از	از	از	P
27	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
28	است	اس	#است	است	V
29	.	.	.	.	PUNC

0	انبوه	انبوه	انبوه	انبوه	AJ
1	داده	داده	داده	داده	V
2	بلای	بلا	بلا	بلای	Ne
3	جان	ج	جان	جان	N
4	سازمان‌ها	سازمان	سازمان	سازمان|ها	N
5	یک	یک	یک	یک	NUM
6	کسب	کسب	کسب	کسب	Ne
7	و	و	و	و	CONJ
8	کار	کار	کار	کار	N
9	فرضی	فرض	فرضی	فرضی	AJ
10	فعال	فعال	فعال	فعال	AJ
11	در	در	در	در	P
12	زمینه	زمینه	زمینه	زمینه	N
13	فروش	فرو	فروش	فروش	N
14	را	را	را	را	POSTP
15	در	در	در	در	P
16	نظر	نظر	نظر	نظر	N
17	بگیرید	بگیرید	گرفت#گیر	بگیرید	V
18	،	،	،	،	PUNC
19	این	این	این	این	PRO
20	سازمان	ساز	سازمان	سازمان	N
21	هر	هر	هر	هر	DET
22	روز	روز	روز	روز	N
23	صدها	صد	صد	صدها	NUM
24	مورد	مورد	مورد	مورد	Ne
25	فروش	فرو	فروش	فروش	N
26	را	را	را	را	POSTP
27	از	از	از	از	P
28	دهها	ده	ده	دهها	NUM
29	مشتری	مشتر	مشتری	مشتری	N
30	ثبت	ثب	ثبت	ثبت	N
31	می‌کند	می‌کند	کرد#کن	می|کند	V
32	،	،	،	،	PUNC
33	تمام	تما	تمام	تمام	DETe
34	داده‌های	داده	داده	داده|های	Ne
35	مربوط	مربوط	مربوط	مربوط	AJ
36	به	به	به	به	P
37	یک	یک	یک	یک	NUM
38	خرید	خرید	خرید	خرید	N
39	از	از	از	از	P
40	جمله	جمله	جمله	جمله	N
41	نام	نا	نام	نام	Ne
42	و	و	و	و	CONJ
43	قیمت	قیم	قیمت	قیمت	N
44	و	و	و	و	CONJ
45	دسته	دسته	دسته	دسته	N
46	کالاها	کالا	کالا	کالاها	N
47	و	و	و	و	CONJ
48	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
49	مربوط	مربوط	مربوط	مربوط	AJ
50	به	به	به	به	P
51	خریدار	خریدار	خریدار	خریدار	N
52	را	را	را	را	POSTP
53	ثبت	ثب	ثبت	ثبت	N
54	می‌کند	می‌کند	کرد#کن	می|کند	V
55	.	.	.	.	PUNC

0	پس	پس	پس	پس	P
1	از	از	از	از	P
2	گذشت	گذ	گذشت#گذر	گذشت	N
3	مدتی	مدت	مدت	مدتی	N
4	این	این	این	این	PRO
5	سازمان	ساز	سازمان	سازمان	N
6	انبوهی	انبوه	انبوه	انبوهی	N
7	از	از	از	از	P
8	داده‌ها	داده	داده	داده|ها	N
9	بی	ب	بی	بی	P
10	معنا	معنا	معنا	معنا	N
11	دارد	دارد	داشت#دار	دارد	V
12	که	که	که	که	CONJ
13	نمی‌تواند	نمی‌تواند	توانست#توان	نمی|تواند	V
14	از	از	از	از	P
15	آنها	آن	آن	آنها	PRO
16	بهره	بهره	بهره	بهره	N
17	ببرد	ببرد	ببرد	ببرد	V
18	.	.	.	.	PUNC

0	این	این	این	این	PRO
1	سازمان	ساز	سازمان	سازمان	N
2	اگر	اگر	اگر	اگر	CONJ
3	بخواهد	بخواهد	خواست#خواه	بخواهد	V
4	بفهمد	بفهمد	فهمید#فهم	بفهمد	V
5	کدام	کدا	کدام	کدام	N
6	مشتریان	مشتر	مشتریان	مشتریان	N
7	از	از	از	از	P
8	چه	چه	چه	چه	N
9	کالایی	کالا	کالا	کالایی	N
10	بیشتر	ب	بیشتر	بیشتر	AJ
11	خوششان	خوش	خوش	خوششان	AJ
12	آمده	آمده	آمده	آمده	V
13	راهی	راه	راه	راهی	N
14	ندارد	ندارد	داشت#دار	ندارد	V
15	،	،	،	،	PUNC
16	نمی‌تواند	نمی‌تواند	توانست#توان	نمی|تواند	V
17	بفهمد	بفهمد	فهمید#فهم	بفهمد	V
18	خریداران	خریدار	خریدار	خریداران	N
19	با	با	با	با	P
20	هزینه	هزینه	هزینه	هزینه	N
21	بالا	بالا	بالا	بالا	AJ
22	از	از	از	از	P
23	چه	چه	چه	چه	N
24	کالایی	کالا	کالا	کالایی	N
25	خرید	خرید	خرید	خرید	N
26	می‌کنند	می‌کنند	کرد#کن	می|کنند	V
27	و	و	و	و	CONJ
28	خریداران	خریدار	خریدار	خریداران	N
29	با	با	با	با	P
30	سبد	سبد	سبد	سبد	N
31	قیمتی	قیمت	قیمت	قیمتی	N
32	پایین	پایین	پایین	پایین	ADV
33	چه	چه	چه	چه	N
34	کالایی	کالا	کالا	کالایی	N
35	را	را	را	را	POSTP
36	می‌پسندند	می‌پسندند	پسندید#پسند	می|پسندند	V
37	؛	؛	؛	؛	PUNC
38	نمی‌داند	نمی‌داند	دانست#دان	نمی|داند	V
39	کدام	کدا	کدام	کدام	N
40	کالا	کالا	کالا	کالا	N
41	فروش	فرو	فروش	فروش	N
42	بهتری	بهتر	بهتر	بهتری	AJ
43	دارد	دارد	داشت#دار	دارد	V
44	،	،	،	،	PUNC
45	چه	چه	چه	چه	N
46	کالایی	کالا	کالا	کالایی	N
47	در	در	در	در	P
48	انبار	انبار	انبار	انبار	N
49	می‌ماند	می‌ماند	ماند#مان	می|ماند	V
50	،	،	،	،	PUNC
51	چه	چه	چه	چه	N
52	کالایی	کالا	کالا	کالایی	N
53	حجم	حج	حجم	حجم	N
54	سرمایه	سرمایه	سرمایه	سرمایه	N
55	سازمان	ساز	سازمان	سازمان	N
56	را	را	را	را	POSTP
57	درگیر	درگیر	درگیر	درگیر	AJ
58	می‌کند	می‌کند	کرد#کن	می|کند	V
59	و	و	و	و	CONJ
60	در	در	در	در	P
61	یک	یک	یک	یک	NUM
62	کلام	کلا	کلام	کلام	N
63	:	:	:	:	PUNC
64	از	از	از	از	P
65	میان	م	میان	میان	N
66	انبوه	انبوه	انبوه	انبوه	AJ
67	داده	داده	داده	داده	V
68	هیچ	هیچ	هیچ	هیچ	DET
69	دانش	دان	دانش	دانش	N
70	مفیدی	مفید	مفید	مفیدی	AJ
71	استخراج	استخراج	استخراج	استخراج	N
72	نمی‌کند	نمی‌کند	کرد#کن	نمی|کند	V
73	.	.	.	.	PUNC

0	داده	داده	داده	داده	V
1	کاوی	کاو	کاو	کاوی	N
2	چیست	چیس	چیست	چیست	V
3	؟	؟	؟	؟	PUNC

0	سازمان‌ها	سازمان	سازمان	سازمان|ها	N
1	برای	برا	برای	برای	Pe
2	تصمیم	تصم	تصمیم	تصمیم	N
3	گیری	گیر	گرفت#گیر	گیری	N
4	و	و	و	و	CONJ
5	برنامه	برنامه	برنامه	برنامه	N
6	ریزی	ریز	ریخت#ریز	ریزی	AJ
7	به	به	به	به	P
8	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
9	نیاز	نیاز	نیاز	نیاز	N
10	دارند	دارند	داشت#دار	دارند	V
11	،	،	،	،	PUNC
12	بخش	بخ	بخش	بخش	N
13	مهمی	مهم	مهم	مهمی	AJ
14	از	از	از	از	P
15	این	این	این	این	PRO
16	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
17	از	از	از	از	P
18	خود	خود	خود	خود	PRO
19	سازمان	ساز	سازمان	سازمان	N
20	ناشی	ناش	ناشی	ناشی	AJ
21	می‌شود	می‌شود	شد#شو	می|شود	V
22	،	،	،	،	PUNC
23	از	از	از	از	P
24	داده‌های	داده	داده	داده|های	Ne
25	قبلی	قبل	قبل	قبلی	AJ
26	و	و	و	و	CONJ
27	الگوهای	الگو	الگو	الگوهای	Ne
28	عملکرد	عملکرد	عملکرد	عملکرد	N
29	سازمان	ساز	سازمان	سازمان	N
30	استخراج	استخراج	استخراج	استخراج	N
31	می‌شوند	می‌شوند	شد#شو	می|شوند	V
32	،	،	،	،	PUNC
33	داده‌های	داده	داده	داده|های	Ne
34	خود	خود	خود	خود	PRO
35	سازمان	ساز	سازمان	سازمان	N
36	نشان	ن	نشان	نشان	N
37	دهنده	دهنده	دهنده	دهنده	N
38	رفتار	رفتار	رفتار	رفتار	N
39	مشتریان	مشتر	مشتریان	مشتریان	N
40	و	و	و	و	CONJ
41	همکاران	همکار	همکار	همکاران	N
42	و	و	و	و	CONJ
43	بیان	ب	بیان	بیان	N
44	کننده	کننده	کننده	کننده	N
45	موفقیت	موفق	موفقیت	موفقیت	N
46	یا	یا	یا	یا	CONJ
47	شکست	شکس	شکست	شکست	N
48	سازمان	ساز	سازمان	سازمان	N
49	در	در	در	در	P
50	یک	یک	یک	یک	NUM
51	عمل	عمل	عمل	عمل	N
52	خاص	خاص	خاص	خاص	AJ
53	هستند	هستند	#هست	هستند	V
54	.	.	.	.	PUNC

0	برای	برا	برای	برای	Pe
1	استخراج	استخراج	استخراج	استخراج	N
2	اطلاعات	اطلاع	اطلاعات	اطلاعات	N
3	مفید	مفید	مفید	مفید	N
4	از	از	از	از	P
5	میان	م	میان	میان	N
6	انبوه	انبوه	انبوه	انبوه	AJ
7	حجم	حج	حجم	حجم	N
8	داده‌های	داده	داده	داده|های	Ne
9	ثبت	ثب	ثبت	ثبت	N
10	شده	شده	شده	شده	V
11	باید	باید	باید	باید	V
12	از	از	از	از	P
13	فن	فن	فن	فن	N
14	داده	داده	داده	داده	V
15	کاوی	کاو	کاو	کاوی	N
16	استفاده	استفاده	استفاده	استفاده	N
17	کرد	کرد	کرد#کن	کرد	V
18	.	.	.	.	PUNC

0	داده	داده	داده	داده	V
1	کاوی	کاو	کاو	کاوی	N
2	فنی	فن	فن	فنی	AJ
3	است	اس	#است	است	V
4	که	که	که	که	CONJ
5	از	از	از	از	P
6	میان	م	میان	میان	N
7	پایگاه	پایگاه	پایگاه	پایگاه	N
8	داده	داده	داده	داده	V
9	سازمان	ساز	سازمان	سازمان	N
10	،	،	،	،	PUNC
11	به	به	به	به	P
12	دنبال	دنبال	دنبال	دنبال	Ne
13	الگوهای	الگو	الگو	الگوهای	Ne
14	پنهان	پنه	پنهان	پنهان	AJ
15	در	در	در	در	P
16	میان	م	میان	میان	N
17	داده‌ها	داده	داده	داده|ها	N
18	،	،	،	،	PUNC
19	ارتباط	ارتباط	ارتباط	ارتباط	N
20	میان	م	میان	میان	N
21	آنها	آن	آن	آنها	PRO
22	،	،	،	،	PUNC
23	روند	روند	روند	روند	Ne
24	و	و	و	و	CONJ
25	الگوی	الگو	الگو	الگوی	Ne
26	آنها	آن	آن	آنها	PRO
27	می‌گردد	می‌گردد	گشت#گرد	می|گردد	V
28	.	.	.	.	PUNC

0	داده	داده	داده	داده	V
1	کاوی	کاو	کاو	کاوی	N
2	از	از	از	از	P
3	توابع	توابع	توابع	توابع	N
4	و	و	و	و	CONJ
5	الگوریتم‌های	الگوریتم	الگوریتم	الگوریتم|های	N
6	پیشرفته	پیشرفته	پیشرفته	پیشرفته	AJ
7	ریاضی	ریاض	ریاضی	ریاضی	N
8	استفاده	استفاده	استفاده	استفاده	N
9	می‌کند	می‌کند	کرد#کن	می|کند	V
10	تا	تا	تا	تا	P
11	ارتباط	ارتباط	ارتباط	ارتباط	N
12	میان	م	میان	میان	N
13	دو	دو	دو	دو	NUM
14	دسته	دسته	دسته	دسته	N
15	از	از	از	از	P
16	داده	داده	داده	داده	V
17	و	و	و	و	CONJ
18	امکان	امک	امکان	امکان	Ne
19	رخ	رخ	رخ	رخ	N
20	دادن	دادن	دادن	دادن	N
21	یک	یک	یک	یک	NUM
22	نتیجه	نتیجه	نتیجه	نتیجه	N
23	را	را	را	را	POSTP
24	در	در	در	در	P
25	آینده	آینده	آینده	آینده	N
26	پیش	پ	پیش	پیش	ADV
27	بینی	بین	بینی	بینی	N
28	کند	کند	کند	کند	V
29	.	.	.	.	PUNC

0	داده	داده	داده	داده	V
1	کاوی	کاو	کاو	کاوی	N
2	چه	چه	چه	چه	N
3	کاری	کار	کاشت#کار	کاری	N
4	می‌تواند	می‌تواند	توانست#توان	می|تواند	V
5	انجام	انجا	انجام	انجام	N
6	دهد	دهد	داد#ده	دهد	V
7	؟	؟	؟	؟	PUNC

0	داده	داده	داده	داده	V
1	کاوی	کاو	کاو	کاوی	N
2	عموما	عموما	عموما	عموما	ADV
3	توسط	توسط	توسط	توسط	Pe
4	سازمان‌های	سازمان	سازمان	سازمان|های	N
5	مشتری	مشتر	مشتری	مشتری	N
6	محور	محور	محور	محور	N
7	استفاده	استفاده	استفاده	استفاده	N
8	می‌شود	می‌شود	شد#شو	می|شود	V
9	،	،	،	،	PUNC
10	این	این	این	این	PRO
11	سازمان‌ها	سازمان	سازمان	سازمان|ها	N
12	(	(	(	(	PUNC
13	فروشگاه‌ها	فروشگاه	فروشگاه	فروشگاه|ها	N
14	،	،	،	،	PUNC
15	تولید	تولید	تولید	تولید	N
16	کنندگان	کنندگ	کنندگان	کنندگان	N
17	،	،	،	،	PUNC
18	خرده	خرده	خرده	خرده	N
19	فروشان	فرو	فرو	فروشان	N
20	و	و	و	و	CONJ
21	فروشگاه‌های	فروشگاه	فروشگاه	فروشگاه|های	Ne
22	اینترنتی	اینترنت	اینترنت	اینترنتی	AJ
23	)	)	)	)	PUNC
24	می‌توانند	می‌توانند	توانست#توان	می|توانند	V
25	با	با	با	با	P
26	استفاده	استفاده	استفاده	استفاده	N
27	از	از	از	از	P
28	داده	داده	داده	داده	V
29	کاوی	کاو	کاو	کاوی	N
30	ارتباط	ارتباط	ارتباط	ارتباط	N
31	میان	م	میان	میان	N
32	اقدامات	اقدا	اقدامات	اقدامات	N
33	خود	خود	خود	خود	PRO
34	و	و	و	و	CONJ
35	عوامل	عوامل	عوامل	عوامل	N
36	درونی	درون	درون	درونی	AJ
37	سازمان	ساز	سازمان	سازمان	N
38	مثل	مثل	مثل	مثل	ADVe
39	قیمت	قیم	قیمت	قیمت	N
40	کالاها	کالا	کالا	کالاها	N
41	،	،	،	،	PUNC
42	تخفیفات	تخفیف	تخفیف	تخفیفات	N
43	،	،	،	،	PUNC
44	هزینه	هزینه	هزینه	هزینه	N
45	تبلیغات	تبلیغ	تبلیغات	تبلیغات	N
46	و	و	و	و	CONJ
47	دیگر	دیگر	دیگر	دیگر	PRO
48	عوامل	عوامل	عوامل	عوامل	N
49	داخلی	داخل	داخل	داخلی	AJ
50	را	را	را	را	POSTP
51	با	با	با	با	P
52	عوامل	عوامل	عوامل	عوامل	N
53	بیرونی	بیرون	بیرونی	بیرونی	N
54	مثل	مثل	مثل	مثل	ADVe
55	مشخصات	مشخص	مشخصات	مشخصات	N
56	مشتریان	مشتر	مشتریان	مشتریان	N
57	(	(	(	(	PUNC
58	سن	سن	سن	سن	N
59	،	،	،	،	PUNC
60	جنسیت	جنس	جنسیت	جنسیت	N
61	،	،	،	،	PUNC
62	درآمد	درآمد	درآمد	درآمد	N
63	و	و	و	و	CONJ
64	محل	محل	محل	محل	N
65	سکونت	سکون	سکونت	سکونت	N
66	)	)	)	)	PUNC
67	،	،	،	،	PUNC
68	رقبا	رقبا	رقبا	رقبا	N
69	و	و	و	و	CONJ
70	عوامل	عوامل	عوامل	عوامل	N
71	عمومی	عموم	عموم	عمومی	AJ
72	بازار	بازار	بازار	بازار	N
73	(	(	(	(	PUNC
74	سطح	سطح	سطح	سطح	N
75	درآمد	درآمد	درآمد	درآمد	N
76	جامعه	جامعه	جامعه	جامعه	N
77	،	،	،	،	PUNC
78	وضعیت	وضع	وضعیت	وضعیت	N
79	رونق	رونق	رونق	رونق	N
80	و	و	و	و	CONJ
81	رکود	رکود	رکود	رکود	N
82	اقتصادی	اقتصاد	اقتصاد	اقتصادی	AJ
83	)	)	)	)	PUNC
84	را	را	را	را	POSTP
85	پیدا	پیدا	پیدا	پیدا	AJ
86	کنند	کنند	کرد#کن	کنند	V
87	.	.	.	.	PUNC

0	علاوه	علاوه	علاوه	علاوه	N
1	بر	بر	بر	بر	P
2	این	این	این	این	PRO
3	می‌توان	می‌تو	می‌توان	می|توان	V
4	شاخص	شاخص	شاخص	شاخص	N
5	هایی		هایی	هایی	N
6	مثل	مثل	مثل	مثل	ADVe
7	رضایت	رضا	رضایت	رضایت	N
8	مشتری	مشتر	مشتری	مشتری	N
9	،	،	،	،	PUNC
10	درآمد	درآمد	درآمد	درآمد	N
11	و	و	و	و	CONJ
12	سود	سود	سود	سود	N
13	سازمان	ساز	سازمان	سازمان	N
14	،	،	،	،	PUNC
15	مجموع	مجموع	مجموع	مجموع	N
